Cosit,Description,Type,StartSite,EndSite,Length,StartGrid,EndGrid,Direction
A6R093_1,A6 London Rd/Buxton Rd to A6 London Rd/Hope St,Link,MAC1041ST,MAC1039ST,821 m,392525386519,391941387088,NW
A6R091,A6 Wellington Rd South/Greek St to A6 Wellington Rd South/Heaton Lane,Link,MAC1088ST,MAC1087ST,655 m,389543389836,389224390398,NW
A6R090,A6 Wellington Rd South/Heaton Ln to A6 Wellington Rd South/Greek St,Link,MAC1087ST,MAC1088ST,651 m,389224390398,389543389836,SE
A6R080,A6 Downing St/Grosvenor St to A6 Piccadilly/Paton St,Link,MAC1078MR,MAC1082MR,1027 m,384895397367,384602398150,NW
A6R079,A6 Ardwick Green South off Ardwick Green roundabout to A6 Downing St/Grosvenor Rd,Link,MAC1081MR,MAC1078MR,475 m,385281397110,384895397367,NW
A6R078,A6 Stockport Rd/Devonshire St to A6 Ardwick Green S off Ardwick Green Roundabout,Link,MAC1075MR,MAC1081MR,607 m,385675396688,385281397110,NW
A6R077,A6 Stockport Rd/Plymouth Grove to A6 Stockport Rd/Devonshire Rd,Link,MAC1079MR,MAC1075MR,1130 m,386513395923,385675396688,NW
A6R076,A6 Stockport Rd/Kirkmanshulme Rd to A6 Stockport Rd/Plymouth Grove,Link,MAC1076MR,MAC1079MR,150 m,386623395821,386513395923,NW
A6R075,A6 Stockport Rd/Dickenson Ln to A6 Stockport Rd/Kirkmanshulme Ln,Link,MAC1077MR,MAC1076MR,335 m,386820395549,386623395821,NW
A6R074,A6 Stockport Rd/Slade Ln to A6 Stockport Rd/Dickenson Ln,Link,MAC1084MR,MAC1077MR,193 m,386938395390,386820395549,NW
A6R073,A6 Stockport Rd/Crowcroft Ln to A6 Stockport Rd/slade Ln,Link,MAC1083MR,MAC1084MR,482 m,387212395000,386938395390,NW
A6R072,A6 Stockport Rd/Matthews Ln to A6 Stockport Rd/Crowcroft Ln,Link,MAC1070MR,MAC1083MR,316 m,387335394711,387212395000,NW
A6R071,A6 Stockport Rd/Albert Rd to A6 Stockport Rd/Matthews Ln,Link,MAC1071MR,MAC1070MR,532 m,387370394187,387335394711,N
A6R070,A6 Stockport Rd/Alma Rd to A6 Stockport Rd/Albert Rd,Link,MAC1072MR,MAC1071MR,197 m,387438394007,387370394187,NW
A6R067,A6 Wellington Rd N/Crossley Rd to A6 Stockport Rd/Broom Ln,Link,MAC1074ST,MAC1073MR,362 m,387859393181,387733393518,NW
A6R066,A6 Wellington Rd N/Manchester Rd to A6 Wellington Rd N/Crossley Rd,Link,MAC1095ST,MAC1074ST,425 m,388061392809,387859393181,NW
A6R065,A6 Wellington Rd North/Heaton Moor Rd to A6 Wellington Rd North/Manchester Rd,Link,MAC1098ST,MAC1095ST,630 m,388345392252,388061392809,NW
A6R064,A6 Wellington Rd North/Heaton Rd to A6 Wellington Rd North/Heaton Moor Rd,Link,MAC1085ST,MAC1098ST,976 m,388723391351,388345392252,NW
A6R063,A6 Wellington Rd N?Belmont Way to A6 Wellington Rd N/Heaton Rd,Link,MAC1086ST,MAC1085ST,448 m,388884390934,388723391351,NW
A6R062,A6 Wellington Rd N/George's St to A6 Wellington Rd N/Belmont Way,Link,MAC1096ST,MAC1086ST,239 m,388962390706,388884390934,NW
A6R061,A6 Wellington Rd South/Heaton Ln to A6 Wellington Rd North/George's St,Link,MAC1087ST,MAC1096ST,407 m,389224390398,388962390706,NW
A6R060,A6 Wellington Rd S north of Wellington St to A6 Wellington Rd S/Heaton Ln,Link,MAC1097ST,MAC1087ST,324 m,389409390135,389224390398,NW
A6R059,A6 Wellington Rd S/Greek St to A6 Wellington Rd S north of Wellington St,Link,MAC1088ST,MAC1097ST,332 m,389543389836,389409390135,NW
A6R058,A6 Wellington Rd South/Longshut Lane to A6 Wellington Rd South/Greek St,Link,MAC1089ST,MAC1088ST,498 m,389727389376,389543389836,NW
A6R057,A6 Wellington Rd S north of Daisy Ln to A6 London Rd/Hope St,Link,MAC1032ST,MAC1089ST,174 m,389822389228,389727389376,NW
A6R056,A6 Wellington Rd S/Bramhall Ln to A6 Wellington Rd S north od Daisy Lane,Link,MAC1090ST,MAC1032ST,172 m,389931389091,389822389228,NW
A6R055,A6 Buxton Rd/Nangreaves Rd to A6 Wellington Rd South/Bramhall Lane,Link,MAC1033ST,MAC1090ST,356 m,390136388803,389931389091,NW
A6R054,A6 Buxton Rd/Kennerley Rd to A6 Buxton Rd/Nangreaves Rd,Link,MAC1034ST,MAC1033ST,405 m,390366388468,390136388803,NW
A6R053,A6 Buxton Rd south of Woodsmoor Rd to A6 Buxton Rd/Kennerley Rd,Link,MAC1035ST,MAC1034ST,510 m,390743388128,390366388468,NW
A6R052,A6 Buxton Rd north of Dialstone Ln to A6 London Rd/Woodsmoor Ln,Link,MAC1036ST,MAC1035ST,693 m,391333387773,390743388128,NW
A6R051,A6 London Rd/Newmoor Rd to A6 Buxton Road north of Dialstone Ln,Link,MAC1037ST,MAC1036ST,417 m,391650387505,391333387773,NW
A6R050,A6 London Rd south of Vernon St to A6 London Rd/Newmoor Rd,Link,MAC1038ST,MAC1037ST,149 m,391734387377,391650387505,NW
A6R049,A6 London Rd/Commercial Rd to A6 London Rd south of Vernon St,Link,MAC1091ST,MAC1038ST,189 m,391840387220,391734387377,NW
A6R048,A6 London rd/Hope St to A6 London Rd/Commercial Rd,Link,MAC1039ST,MAC1091ST,165 m,391941387088,391840387220,NW
A6R047,A6 London Rd south of Grundey St to A6 London Rd/Hope St,Link,MAC1040ST,MAC1039ST,300 m,392182386916,391941387088,NW
A6R046,A6 London Rd/Torkington Rd to A6 London Rd south of Grundey St,Link,MAC1092ST,MAC1040ST,264 m,392361386726,392182386916,NW
A6R045,A6 London Rd/Buxton Rd to A6 London Rd/Torkington Rd,Link,MAC1041ST,MAC1092ST,256 m,392525386519,392361386726,NW
A6R044,A6 Buxton Rd north of Yew Tree Av to A6 London Rd/Buxton Rd,Link,MAC1094ST,MAC1041ST,615 m,393026386171,392525386519,NW
A6R043,A6 Buxton Rd/ Windlehurst Rd to A6 Buxton Rd north of Yew Tree Av,Link,MAC1099ST,MAC1094ST,2173 m,394914385426,393026386171,W
A6R042,A6 Buxton Rd west of Andrew Lane,Link,MAC1100ST,MAC1099ST,666 m,395548385244,394914385426,W
A6R01,A6 Piccadilly/Paton st to A6 Downing St/Grosvenor St,Link,MAC1082MR,MAC1078MR,844 m,384602398150,384895397367,SE
A6R0041,A6 London Rd/Buxton Rd to A523 Macclesfield Rd south of Haddon Rd/Chatsworth Rd,Link,MAC1041ST,MAC1093ST,481 m,392525386519,392579386043,S
A6R0040,A523 Macclesfield rd south of Haddon Rd/Chatsworth Rd to A6 London Rd/Buxton Rd,Link,MAC1093ST,MAC1041ST,481 m,392579386043,392525386519,N
A6R0039,A6 Buxton Rd/Windlehurst Rd to A6 Buxton rd west of Andrew Ln,Link,MAC1099ST,MAC1100ST,666 m,394914385426,395548385244,E
A6R0038,A6 Buxton Rd north of Yew Tree Av to A6 Buxton Rd/Windlehurst Rd,Link,MAC1094ST,MAC1099ST,2173 m,393026386171,394914385426,E
A6R0037,A6 London Rd/Buxton Rd to A6 A6 Buxton north of Yew Tree Av,Link,MAC1041ST,MAC1094ST,614 m,392525386519,393026386171,SE
A6R0036,A6 London Rd/Torkington Rd to A6 London Rd/Buxton Rd,Link,MAC1092ST,MAC1041ST,256 m,392361386726,392525386519,SE
A6R0035,A6 London Rd south of Grundey Rd to A6 London Rd/Torkington Rd,Link,MAC1040ST,MAC1092ST,264 m,392182386916,392361386726,SE
A6R0034,A6 London Rd/Hope St to A6 London Rd south of Grundey St,Link,MAC1039ST,MAC1040ST,300 m,391941387088,392182386916,SE
A6R0033,A6 London Rd/Commercial Rd to A6 London Rd/Hope St,Link,MAC1091ST,MAC1039ST,165 m,391840387220,391941387088,SE
A6R0032,A6 London rd south of Vernon St to A6London Rd/Commercial St,Link,MAC1038ST,MAC1091ST,189 m,391734387377,391840387220,SE
A6R0031,A6 London Rd/Newmoor Rd to A6 London Rd south of Vernon Rd,Link,MAC1037ST,MAC1038ST,159 m,391650387505,391734387377,SE
A6R0030,A6 Buxton Rd north of Dialstone Rd to A6 London Rd/Newmoor Rd,Link,MAC1036ST,MAC1037ST,416 m,391333387773,391650387505,SE
A6R0029,A6 Buxton Rd south of Woodsmoor Rd to A6 Buxton Rd north of Dialstone Ln,Link,MAC1035ST,MAC1036ST,689 m,390743388128,391333387773,SE
A6R0028,A6 Buxton Rd/Kennerley Rd to A6 Buxton Rd south of Woodsmoor Rd,Link,MAC1034ST,MAC1035ST,509 m,390366388468,390743388128,SE
A6R0027,A6 Buxton Rd/Nangreaves Rd to A6 Buxton Rd/Kennerley Rd,Link,MAC1033ST,MAC1034ST,404 m,390136388803,390366388468,SE
A6R0026,A6 Wellington Rd S/Bramhall Ln to A6 Buxton Rd/Nangreaves Rd,Link,MAC1090ST,MAC1033ST,356 m,389931389091,390136388803,SE
A6R0025,A6 Wellington Rd S north of Daisy Ln to A6 Wellington Rd S/Bramhall Ln,Link,MAC1032ST,MAC1090ST,176 m,389822389228,389931389091,SE
A6R0024,A6 Wellington Rd South/Longshut Ln to A6 Wellington Rd S north of Daisy Ln,Link,MAC1089ST,MAC1032ST,172 m,389727389376,389822389228,SE
A6R0023,A6 Wellington Rd South/Greek St to A6 Wellington Rd South/Longshut Ln,Link,MAC1088ST,MAC1089ST,503 m,389543389836,389727389376,SE
A6R0022,A6 Wellington Rd S north of Wellington St to A6 Wellington Rd S/Greek St,Link,MAC1097ST,MAC1088ST,326 m,389409390135,389543389836,SE
A6R0020,A6 Wellington Rd North/George's Rd to A6 Wellington Rd South/Heaton Ln,Link,MAC1096ST,MAC1087ST,407 m,388962390706,389224390398,SE
A6R0019,A6 Wellington Rd N/Belmont Way to A6 Wellington Rd N/George's Rd,Link,MAC1086ST,MAC1096ST,239 m,388884390934,388962390706,SE
A6R0018,A6 Wellington Rd N /Heaton rd to A6 Wellington Rd N/Belmont Way,Link,MAC1085ST,MAC1086ST,448 m,388723391351,388884390934,SE
A6R0017,A6 Wellington Rd North/Heaton Moor Rd to A6 Wellnigton Rd North/Heaton Rd,Link,MAC1098ST,MAC1085ST,981 m,388345392252,388723391351,SE
A6R0016,A6 Wellington Rd North/Manchester Rd to A6 Wellington Rd North/Heaton Moor Rd,Link,MAC1095ST,MAC1098ST,625 m,388061392809,388345392252,SE
A6R0015,A6 Wellington Rd N /Crossley Rd to A6 Wellington Rd N/Manchester Rd,Link,MAC1074ST,MAC1095ST,424 m,387859393181,388061392809,SE
A6R0014,A6 Stockport Rd/Broom Ln to A6 Wellington Rd N/Crossley Rd,Link,MAC1073MR,MAC1074ST,362 m,387733393518,387859393181,SE
A6R0011,A6 Stockport Rd/Albert Rd to A6 Stockport Rd/Alma Rd,Link,MAC1071MR,MAC1072MR,197 m,387370394187,387438394007,SE
A6R0010,A6 Stockport Rd/Matthews Ln to A6 Stockport Rd/Albert Rd,Link,MAC1070MR,MAC1071MR,532 m,387335394711,387370394187,S
A6R0009,A6 Stockport Rd/Crowcroft Rd to A6 Stockport Rd/Matthews Ln,Link,MAC1083MR,MAC1070MR,316 m,387212395000,387335394711,SE
A6R0008,A6 Stockport Rd/Slade Ln to A6 Stockport Rd/Crowcroft Rd,Link,MAC1084MR,MAC1083MR,482 m,386938395390,387212395000,SE
A6R0007,A6 Stockport Rd/Dickenson Ln to A6 Stockport Rd/Slade Ln,Link,MAC1077MR,MAC1084MR,194 m,386820395549,386938395390,SE
A6R0006,A6 Stockport Rd/Kirkmanshulme Ln to A6 Stockport Rd/Dickenson Ln,Link,MAC1076MR,MAC1077MR,337 m,386623395821,386820395549,SE
A6R0005,A6 Stockport Rd/Plymouth Grove to A6 Stockport Rd/Kirkmanshulme Ln,Link,MAC1079MR,MAC1076MR,151 m,386513395923,386623395821,SE
A6R0004,A6 Stockport Rd/Devonshire Rd to A6 Stockport Rd/Plymouth Grove,Link,MAC1075MR,MAC1079MR,1130 m,385675396688,386513395923,SE
A6R0003,A6 Ardwick Green S off Ardwick Green Roundabout to A6 Stockport Rd/Devonshire Rd,Link,MAC1081MR,MAC1075MR,631 m,385281397110,385675396688,SE
A6R0002,A6 Downing St/Grosvenor St to Ardwick Green S north of Ardwick Green Roundabout,Link,MAC1078MR,MAC1081MR,474 m,384895397367,385281397110,SE
9800ZZOCRXHU,A5014 Chester Rd/Stretford Rd to A5014 Chester Rd/Bridgewater Way,Link,MAC4232TR,MAC4231TR,534 m,381944396268,381468396368,W
9800ZZK6JRHD,(blank),Link,MAC1033ST,MAC1088ST,1203 m,390136388803,389543389836,NW
9800ZZBSMDG9,(blank),Normal,MAC1306,MAC4101BL,0 m,370527415759,371299414159,SE
9800ZZ0AR7CF,A57 Manchester Rd EB/M67/M60 to A57 Manchester Rd/Hyde Rd,Link,MAC4034TA,MAC4031TA,1843 m,390971395619,392543395503,E
9800ZYX5NG0U,A6027 De Havilland Way (east of Reebok Car Park Exit) to De Havilland Way/Mansell Way,Normal,MAC4301BL,MAC4302BL,585 m,364682409275,365201409517,E
9800ZYO0NXIW,A580 East Lancs Rd/Worsley Rd to A580 East Lancs Rd/Chaddock Ln,Normal,MAC4098SD,MAC4097WG,6203 m,377287400969,371488400948,W
9800ZYNBK0X1,(blank),Link,MAC4255MR,MAC4007MR,322 m,384448398866,384174399038,NW
9800ZYIHTDZM,A58 Manchester Rd/Edinburgh way/Roch Valley Way to A576 Middleton Rd/Sheepfoot Ln,Link,MAC4246RD,MAC4268MR,14087 m,388600411895,383758403636,SW
9800ZYEEOQVR,Wilmslow rd/Moseley Rd to Wilmslow Rd/Platt Ln/Dickenson Rd,Link,MAC4069MR,MAC4068MR,1079 m,385583394003,385339395012,N
9800ZYB7ADRQ,Albion Way/Liverpool St to Broadway/Trafford Rd,Normal,MAC4075SD,MAC4074SD,645 m,381612398353,381308397831,SW
9800ZXP06GUO,Eccles Old Rd/Gilda Brook Rd/Half Edge Ln to M602 J2/Gilda Brook Roundabout (North side),Link,MAC4332SD,MAC4116SD,239 m,378287399168,378171398952,SW
9800ZXE0KWHN,A627 Clarke Way/Manchester Rd to A57 Hyde Rd/M67 J2 WB slip off,Link,MAC4029TA,MAC4030TA,1064 m,394485395114,393482395401,W
9800ZXDTBYUC,A665 Gt Ancoats St/Pollard St to A665 Gt Ancoats St/Pin Mill Brow,Link,MAC4010MR,MAC4011MR,529 m,385322398104,385635397762,SE
9800ZXDEPMHA,A627 Clarke Way/M67 WB Slips to A627 Clarke Way/M67 EB Slips,Link,MAC4024TA,MAC4027TA,218 m,395038395051,394892395216,NW
9800ZXARLFZB,M602 J2/Gilda Brook Roundabout (North side) to Albion Way/M602 Circulatory Salford.,Link,MAC4116SD,MAC1050SD,3382 m,378171398952,381419398084,E
9800ZXAQ7RDE,A580 to Bolton Town Centre,Normal,MAC4099SD,MAC4103BL,13699 m,378713400689,371821409821,NW
9800ZX9BUCUK,George's Rd/Travis Brow to Didsbury Rd/Green Ln,Link,MAC4323ST,MAC4324ST,559 m,388668390413,388392390349,W
9800ZX7DMJXG,A6 Wellington Rd South/Longshut Ln to A6 Wellington Rd South/Bramhall Ln,Link,MAC1089ST,MAC1090ST,349 m,389727389376,389931389091,SE
9800ZX3FTIMZ,(blank),Link,MAC4018TA,MAC4020TA,978 m,391982398151,392878398548,E
9800ZX0KW39T,East Lancashire Rd/Newton Rd to St Helen's Rd/Atherleigh Way,Link,MAC4241WG,MAC4292WG,2990 m,362397396922,364625398638,NE
9800ZWTOISKL,Warren Bruce Rd/Wharfside Way to Wharfside Way/Sir Matt Busby Way,Link,MAC4229TR,MAC4230TR,1049 m,379869396779,380874396493,E
9800ZWIC0CJH,A34 Kingsway/Gatley Rd to A560 Stockport Rd/Councillor Ln,Link,MAC4044ST,MAC4212ST,1633 m,385035388368,386541388779,E
9800ZWBWPBW8,(blank),Link,MAC4082TA,MAC4081TA,894 m,391322397978,390431398096,W
9800ZW6GEDTZ,A56 Chester Rd/Mancunian Way to A56 White City Circle,Link,MAC1049MR,MAC1047TR,1954 m,382950397270,381277396298,SW
9800ZW2N2UNK,A6053 Dumers Ln/Manchester Rd/Millwood Court to A56 Manchester Rd/Hollins Brow,Link,MAC4085BU,MAC4086BU,860 m,380536408582,380762407753,S
9800ZW1T7QWF,M67 J3 E/B off-slip/Clarke Way to Clarke Way/Newton St,Link,MAC4027TA,MAC4028TA,318 m,394892395216,394602395253,W
9800ZUZCKZY8,Manchester Rd/Chapel St/Warrington Rd to Manchester Rd Astley Green,Link,MAC4096WG,MAC1304,2448 m,366984399612,369151399819,E
9800ZUZ96FEG,A6053 Bolton Rd/Egerton St to A6053 Bolton Rd/Long Causeway,Link,MAC4202BL,MAC4201BL,1451 m,373548406656,374244405408,SE
9800ZUW35L6P,A56 Chester Rd/Mancunian Way to A57 Dawson Rd/Regent Rd,Normal,MAC1049MR,MAC4001MR,444 m,382950397270,382729397664,NW
9800ZUJDQWNB,A666 Bolton Rd/Queensway/Station Rd to A6044/A666 Agecroft Rd/Bolton Rd/Shirley Ave,Link,MAC4118SD,MAC4117SD,1813 m,378006402541,379323401316,SE
9800ZUI7NTO7,A6042 Trinity Way/Chapel St to A57 Dawson St/Regent Rd,Link,MAC4003SD,MAC4001MR,1024 m,383009398543,382729397664,SW
9800ZUG3ZDCN,Church Ln/Golborne Rd/Slag Ln/Stone Cross Ln North to Warrington Rd/Lily Lane,Link,MAC4293WG,MAC4294WG,5181 m,361513397752,360464402418,N
9800ZUCVZKM2,(blank),Link,MAC1053SD,MAC1101WG,2240 m,374101401764,371987401139,W
9800ZUCNPII0,A57 Church St/Peel St to A576 Eccles Old Rd/Stott Ln,Link,MAC4113SD,MAC4205SD,1592 m,377497398577,378774399214,E
9800ZU6MUJ7Z,(blank),Link,MAC4307BL,MAC4103BL,670 m,371253409494,371821409821,NE
9800ZU3AEXNP,A56 Bury New Rd/Higher Ln to A56 Bury New Rd/Valley Park Rd/Stanthorpe Court,Link,MAC4088BU,MAC4089BU,845 m,380829405264,381012404474,S
9800ZTWXXZST,(blank),Normal,MAC4112SD,MAC4110SD,0 m,376224398280,375166397587,SW
9800ZTSGZH0B,Folds Rd/Bury New Rd to Bury New Rd/Bradford St,Link,MAC4295BL,MAC4296BL,916 m,372056409602,372790409308,E
9800ZTRFMTE0,A56 Bury New Rd/Valley Park Rd/Stanthorpe Court to A56 Bury New Rd/Moor Ln/Singleton Rd,Link,MAC4089BU,MAC4091SD,2727 m,381012404474,382255402075,SE
9800ZTPL4JMV,Albion Way/M602 Circulatory Salford. to M602 J2/Gilda Brook Roundabout (South side),Link,MAC1050SD,MAC4115SD,3378 m,381419398084,378157398804,W
9800ZTHDH0AX,Kay St/St. Peter's Way to Blackburn Rd/Crompton Way,Link,MAC4103BL,MAC4102BL,1943 m,371821409821,371455411685,N
9800ZTGEYL02,A56 Chester Rd/Mancunian Way to A635 Mancunian Way/Fairfield St,Link,MAC1049MR,MAC4012MR,2752 m,382950397270,385530397656,E
9800ZTBQGECW,A627 Clarke Way/Manchester Rd to A627 Clarke Way/Newton St,Link,MAC4029TA,MAC4028TA,188 m,394485395114,394602395253,NE
9800ZT1AZU1N,A57 Dawsons Rd/Regent Rd to A635 Mancunian Way/Fairfield St,Normal,MAC4001MR,MAC4012MR,3224 m,382729397664,385530397656,E
9800ZSWWAKV1,M60 J22 EB/Manchester Rd to A663 Broadway/Oldham Rd,Link,MAC4223OL,MAC4225OL,2439 m,390598402639,388801401027,SW
9800ZSPOOBN5,Rochdale Rd/Derby Way to Rochdale Road Bury,Normal,MAC4279BU,MAC1379,327 m,380936410827,381248410744,E
9800ZSNPEPFP,A635 Mancunian Way/Fairfield St to A665 Gt Ancoats St/Pin Mill Brow,Normal,MAC4012MR,MAC4011MR,173 m,385530397656,385635397762,NE
9800ZSK0KT0Q,A635 Manchester Rd/Moss Way to A635 Manchester Rd M60 J23 Slips,Link,MAC4018TA,MAC4019TA,534 m,391982398151,392464398388,E
9800ZSGPI6XH,Hyde Rd E of Ardwick Green Roundabout to Hyde Rd/Devonshire St,Link,MAC4039MR,MAC4038MR,447 m,385351397055,385778396921,E
9800ZSFP7A5T,A58 Rochdale Rd E/Green Ln to A58 York St/Market Place,Link,MAC4282RD,MAC4281RD,753 m,386281410834,385555410798,W
9800ZSBOWUYL,(blank),Normal,MAC4299BU,MAC4298BU,0 m,380000410910,377395409465,SW
9800ZSB00QLZ,A627 Cavendish St/Asda Access to A627 Clarke Way/Manchester Rd,Link,MAC4278TA,MAC4029TA,3842 m,393732398544,394485395114,S
9800ZRXER7YL,(blank),Link,MAC1050SD,MAC4133BL,19581 m,381419398084,372309408887,NW
9800ZRUFHH4R,Broadway/Middleton Rd to A663 Broadway / Foxdenton Ln,Link,MAC4315OL,MAC4316OL,1400 m,390430405508,389985404187,SW
9800ZRR0SS4N,A6042 Trinity Way/Gt Ducie St to A6042 Trinity Way/Blackfriars Rd,Normal,MAC4005MR,MAC4004SD,558 m,383788399115,383273398928,W
9800ZRFBN8K4,Site 4070 to Site 4107,Normal,MAC4070MR,MAC4107MR,2741 m,383874394069,386438394075,E
9800ZRDXW5Z0,Palatine Rd/Barlow Moor Rd to Palatine Rd/Kenworthy Lane,Link,MAC4289MR,MAC4290MR,1940 m,384003391605,382870390080,SW
9800ZRAPI0JG,A6042 Trinity Way/Blackfriars Rd to A6042 Trinity Way/Gt Ducie St,Link,MAC4004SD,MAC4005MR,562 m,383273398928,383788399115,E
9800ZR6H9H60,(blank),Link,MAC1313,MAC4065MR,758 m,387869398522,387149398340,W
9800ZR0Y6PG4,A6044/A666 Agecroft Rd/Bolton Rd/Shirley Ave to A576 Eccles Old Rd/Langworthy Rd,Link,MAC4117SD,MAC4204SD,2534 m,379323401316,380517399518,SE
9800ZQXOQ3NK,A6042 Trinity Way/Cheetham Hill Rd to A6042 Trinity Way/Gt Ducie St,Normal,MAC4006MR,MAC4005MR,288 m,384057399213,383788399115,W
9800ZQXFGGID,Manchester Rd/Seymour St to M60 Jct 24/M67/Manchester Rd (Northside),Link,MAC4032TA,MAC4033TA,809 m,391951395510,391142395535,W
9800ZQKJCVGG,Downing St/Grosvenor St to A57 Dawson Rd/Regent Rd,Normal,MAC1078MR,MAC4001MR,2547 m,384895397367,382729397664,W
9800ZQIYHWLH,(blank),Link,MAC1330,MAC4335RD,2752 m,394630418955,393909416380,S
9800ZQ2LQ0AU,(A6) Broad St/The Cresent/Albion Way/Cross Lane to Broad St/Frederick Rd,Link,MAC4076SD,MAC4352SD,428 m,381787398791,381504399113,NW
9800ZQ2AUIAD,A56 Bury New Rd/Radcliffe New Rd to A56 Bury New Rd/Higher Ln,Link,MAC4087BU,MAC4088BU,1165 m,380407406348,380829405264,SE
9800ZQ11SR3O,Chorley New Rd SE of Oxford Rd to De Havilland Way/Lostock Lane,Link,MAC4303BL,MAC4308BL,581 m,365634409787,365204409514,SW
9800ZQ0LTIQG,A58 Manchester Rd/Drake St to A58 Manchester Rd/Edinburgh Way/Roch Valley Way,Link,MAC4245RD,MAC4246RD,1162 m,389266412780,388600411895,SW
9800ZPPUO0DP,A6017 Ashton Rd/Worthington Way to A6017 Stockport Rd/Guide Ln,Link,MAC4262TA,MAC4261TA,1956 m,392447395819,392473397649,N
9800ZPND8U0X,Manchester Rd/Lumb Ln to Manchester Rd/Lumb Ln,Link,MAC4017TA,MAC4016TA,804 m,391338397858,390623397498,SW
9800ZP2AABBX,A635 Manchester Rd/Park Parade to A635 Stamford St/Wakefield Rd,Link,MAC4021TA,MAC4059TA,3301 m,393185398647,396216398778,E
9800ZOVGQJY2,A5103 Princess Rd/Moss Ln E to A5103 Princess Rd/Wilbraham Rd,Link,MAC4220MR,MAC4070MR,1790 m,383827395861,383874394069,S
9800ZOQWDULZ,A635 Stamford St/Wakefield Rd to A635 Park Parade W of Grafton St,Link,MAC4059TA,MAC4060TA,1686 m,396216398778,394562398987,W
9800ZOGIR90W,A6017 Stockport Rd/Guide Ln to A6017 Stockport Rd/William St,Link,MAC4261TA,MAC4260TA,951 m,392473397649,393044398387,NE
9800ZOACCLJT,M56 J5/Thorley Ln/Ringway Rd West to M56 J4 Simonsway/Tuffley Rd,Normal,MAC4216MR,MAC4217MR,2669 m,381975385687,381575387251,N
9800ZO3EF97I,Trinity Way/Chapel St to Adelphi St/Chapel St/Cresent/Oldfield Rd,Link,MAC4003SD,MAC4100SD,477 m,383009398543,382530398540,W
9800ZNY0ZKPR,Wilmslow rd/Moseley Rd to Wilmslow Rd/Palatine Rd/Burton Rd,Link,MAC4069MR,MAC4288MR,1299 m,385583394003,384880392953,SW
9800ZNVCMS9S,A580 East Lancs Rd/Worsley Rd to A580 East Lancs Rd/Lancaster Rd,Normal,MAC4098SD,MAC4099SD,1471 m,377287400969,378713400689,E
9800ZNUPFKFX,Manchester Rd/Moss Way to Manchester Rd/Lumb Ln,Link,MAC4018TA,MAC4017TA,700 m,391982398151,391338397858,W
9800ZNRUCCH9,Kingsway south of Mosley Rd Roundabout to Birchfields Rd/Fallowfield Shopping Centre,Link,MAC4106MR,MAC4107MR,249 m,386547393929,386438394075,NW
9800ZNQNF5PJ,A555 Airport Link/Woodford Rd to A555 Airport Link S roundabout.,Link,MAC4047ST,MAC4052CH,3808 m,389200383674,385568384399,W
9800ZNDXXYMU,A57 Bentcliffe Way/Gilda Brook Rd to A57 Liverpool Rd/Worsley Rd,Link,MAC4114SD,MAC4112SD,2149 m,378141398420,376224398280,W
9800ZNDKAPSW,A56 Bury New Rd/Moor Ln/Singleton Rd to A56 Bury New Rd/Gt Cheetham St E,Link,MAC4091SD,MAC4078SD,1667 m,382255402075,382982400628,SE
9800ZNCYLA86,(blank),Link,MAC4332SD,MAC4333SD,0 m,378287399168,377531401781,N
9800ZN0MUR7K,Site 1049 to Site 4005,Normal,MAC1049MR,MAC4005MR,2277 m,382950397270,383788399115,NE
9800ZMZB3NBX,A58 Manchester Rd/Edinburgh Way/Roch Valley Way to A58 Manchester Rd/Drake St,Link,MAC4246RD,MAC4245RD,1183 m,388600411895,389266412780,NE
9800ZMTXPDND,A6017 Ashton Rd/Worthington Way to A6017 Ashton Rd/Lingard Ln,Link,MAC4262TA,MAC4263ST,3872 m,392447395819,392075392491,S
9800ZMTHVGF9,M60 J20 WB/Rochdale Rd/Shop access to A664 Rochdale Rd/Moston Ln/Factory Ln,Normal,MAC4252MR,MAC4253MR,2350 m,386339404104,385955401926,S
9800ZMPDRH9T,A6 Stockport Rd/Broom Ln to A6 Wellington Road North/Manchester Rd,Link,MAC1073MR,MAC1095ST,787 m,387733393518,388061392809,SE
9800ZM8IOAFK,Redclyffe Rd/B&Q Development to Trafford Boulevard/Trafford Way,Link,MAC4331TR,MAC4330TR,645 m,376780397282,376603396928,SW
9800ZM0DXG6O,A635 Ashton Old Rd/Pottery Ln to A57 Hyde Rd/Pottery Ln,Link,MAC4014MR,MAC4037MR,1003 m,387191397513,387062396537,S
9800ZM0DDUSQ,A6042 Trinity Way/Chapel St to A665 Gt Ancoats St/Laystall St,Normal,MAC4003SD,MAC4010MR,4896 m,383009398543,385322398104,E
9800ZM05YLHZ,Broadway/Oldham Rd to Broadway/Hollinwood Ave,Link,MAC4225OL,MAC4319OL,1898 m,388801401027,389145402864,N
9800ZM00LN0B,(blank),Link,MAC4335RD,MAC1330,2752 m,393909416380,394630418955,N
9800ZLUTLSQH,Barton Rd/Kingsway to Chester Rd / Kingswa,Link,MAC4328TR,MAC1043TR,505 m,379247394374,379735394420,E
9800ZLTPEPOZ,(blank),Link,MAC4097WG,MAC4099SD,0 m,371488400948,378713400689,E
9800ZLOLVJCZ,(blank),Link,MAC4296BL,MAC4334BL,1236 m,372790409308,371794408694,SW
